"","Site","campaign","habitat","drying_regime","flow_state","mean_CH4_mg_m2_d","mean_CO2_g_m2_d","mean_soil_temp","mean_soil_VWC","mean_pool_riffle_depth_cm","sed_temp","sed_VWC","Air_temp","Temp_water_C","Mean_Velocity..m.s.","bedrock","boulders","cobbles","gravel","sand","silt","Sed_OM","DO_mg_L","pH","cond_us_cm","Freq_Flow","Freq_Dry","Freq_Ponded","latitude","longitude","m_to_source","freq_flow_2021","freq_dry_2021","freq_pool_2021","freqflow7","freqflow30","freqdry7","freqdry30","freqpool7","freqpool30","Tsince_rewet","Tsince_manual","percent_C","percent_N","CN_ratio","CN_ratio.LECA","Canopy_Cover_Rip","Canopy_Cover_Benth","Tree_div","Leaf_Fall_m2.Day","Stock_Benth_g.m2","Ave.wet.width_m","Embeddedness","Discharge_l_s","masl","length.IR.up","length.PR.up","percent.IR.up","percent.PR.up","Max..wetted.width..m.","Min..wetted.width..m.","Bankfull.at.max..wetted.width..m.","Bankfull.at.min..wetted.width..m.","filamentous.algae","X..wood.cover","MeanDur_Ponded","MeanDur_Dry","MeanDur_Flow","MaxDur_Ponded","MaxDur_Dry","MaxDur_Flow","sed_pH","sed_cond_uS_cm","NO3_N_mg_l","DN_ugL","DOC_ugL","SRP_ugL","NH4_N_ugL","In_stream_CH4_mg_m2_d","aquatic_conditions"
"131","BU01","4","Riparian","intermittent_moderate","flowing",-0.27776816387314,4.26754117065556,17.2333333333333,0.3438,NA,NA,NA,25.5016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.602389078,0.351535836,0.046075085,45.899826,5.39636,1327.798,0.723287671232877,0.224657534246575,0.0520547945205479,1,0.774193548387097,0,0.161290322580645,0,0.0645161290322581,15,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0246591039240009,"Flowing"
"132","BU01","5","Dry","intermittent_moderate","dry",-0.176716029967112,1.52003979238071,NA,NA,NA,16.7583333333334,0.113666666666667,23.99025,NA,0,35,25,20,15,5,0,2.93,NA,NA,NA,0.602389078,0.351535836,0.046075085,45.899826,5.39636,1327.798,0.723287671232877,0.224657534246575,0.0520547945205479,0,0.129032258064516,1,0.838709677419355,0,0.032258064516129,25,24,0.507631914,0.193033433,2.62976162269258,2.62976162269258,NA,89,7,0.885941676,71.13932803,NA,0,NA,554,2763.8,515.4,84.28275189,15.71724811,NA,NA,8,5.3,NA,NA,1.555555556,13.66666667,22,4,95,196,8.77,64.4,NA,NA,NA,NA,NA,-0.176716029967112,"Dry"
"133","BU01","5","Riparian","intermittent_moderate","dry",-0.566299022540398,4.53639453172796,15.8291666666666,0.261666666666667,NA,NA,NA,23.99025,NA,NA,NA,NA,NA,NA,NA,NA,2.93,NA,NA,NA,0.602389078,0.351535836,0.046075085,45.899826,5.39636,1327.798,0.723287671232877,0.224657534246575,0.0520547945205479,0,0.129032258064516,1,0.838709677419355,0,0.032258064516129,25,24,3.241519289,0.189992103,17.0613369598841,17.0613369598841,85.5,NA,7,0.885941676,71.13932803,NA,0,NA,554,2763.8,515.4,84.28275189,15.71724811,NA,NA,8,5.3,NA,NA,1.555555556,13.66666667,22,4,95,196,NA,NA,NA,NA,NA,NA,NA,-0.176716029967112,"Dry"
"134","BU01","6","Dry","intermittent_moderate","dry",1.97516627292484,0.550795615767945,NA,NA,NA,6.22666666666667,0.169533333333333,3.049,NA,NA,35,25,20,15,5,0,NA,NA,NA,NA,0.602389078,0.351535836,0.046075085,45.899826,5.39636,1327.798,0.723287671232877,0.224657534246575,0.0520547945205479,0,0.225806451612903,1,0.645161290322581,0,0.129032258064516,15,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.97516627292484,"Dry"
"135","BU01","6","Riparian","intermittent_moderate","dry",-0.215853914400894,0.957309711786459,6.95333333333333,0.3338,NA,NA,NA,3.0278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.602389078,0.351535836,0.046075085,45.899826,5.39636,1327.798,0.723287671232877,0.224657534246575,0.0520547945205479,0,0.225806451612903,1,0.645161290322581,0,0.129032258064516,15,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.97516627292484,"Dry"
"136","BU01","7","Flowing","intermittent_moderate","flowing",0.287537885263559,1.62009519984753,NA,NA,18.75,NA,NA,4.415,NA,NA,35,25,20,15,5,0,NA,NA,NA,NA,0.602389078,0.351535836,0.046075085,45.899826,5.39636,1327.798,0.723287671232877,0.224657534246575,0.0520547945205479,0,0.032258064516129,0,0,0.125,0,7,6,NA,NA,NA,NA,NA,89,7,0.885941676,3.492721903,NA,0,NA,554,2763.8,515.4,84.28275189,15.71724811,NA,NA,8,5.3,NA,NA,1.555555556,13.66666667,22,4,95,196,NA,NA,0.448,518.5,2593.5,8,7,0.287537885263559,"Flowing"
"137","BU01","7","Riparian","intermittent_moderate","flowing",-0.0733607802136987,0.433032985932735,2.2,0.35625,NA,NA,NA,4.415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.602389078,0.351535836,0.046075085,45.899826,5.39636,1327.798,0.723287671232877,0.224657534246575,0.0520547945205479,0,0.032258064516129,0,0,0.125,0,7,6,3.180880485,0.223223105,14.2497815582307,14.2497815582307,85.5,NA,7,0.885941676,3.492721903,NA,0,NA,554,2763.8,515.4,84.28275189,15.71724811,NA,NA,8,5.3,NA,NA,1.555555556,13.66666667,22,4,95,196,NA,NA,NA,NA,NA,NA,NA,0.287537885263559,"Flowing"
"138","BU02","1","Flowing","perennial","flowing",0.606725811601197,2.1529418127418,NA,NA,28.5,NA,NA,13,10,0.1948,5,25,35,30,5,0,1.92,11.21,8,402,1,0,0,45.914635,5.373575,4686.043,1,0,0,1,1,0,0,0,0,NA,NA,0.620170048,0.132208459,4.69084998562762,4.69084998562762,NA,95.5,11,2.12092002,0.812552122,2.1,10,0.089,340,2763.8,9112.5,23.27155764,76.72844236,2.5,1.7,3.7,3.2,0,0,0,0,NA,0,0,NA,7.19,1787,0.918,837,731.5,2,0,0.606725811601197,"Flowing"
"139","BU02","1","Riparian","perennial","flowing",-0.559083280509303,1.7622982297453,6.53888888888889,0.254,NA,NA,NA,14.5,NA,NA,NA,NA,NA,NA,NA,NA,1.92,NA,NA,402,1,0,0,45.914635,5.373575,4686.043,1,0,0,1,1,0,0,0,0,NA,NA,6.503203598,0.298287302,21.8018117244562,21.8018117244562,89.5,NA,11,2.12092002,0.812552122,2.1,10,NA,340,2763.8,9112.5,23.27155764,76.72844236,2.5,1.7,3.7,3.2,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.606725811601197,"Flowing"
"140","BU02","2","Flowing","perennial","flowing",1.07159860096153,3.03670059499499,NA,NA,23.96,NA,NA,10.3,9.6,NA,5,25,35,30,5,0,NA,10.7,8.4,420,1,0,0,45.914635,5.373575,4686.043,1,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.07159860096153,"Flowing"
"141","BU02","2","Riparian","perennial","flowing",-0.418491532572575,1.32277395800316,9.37333333333333,NA,NA,NA,NA,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,45.914635,5.373575,4686.043,1,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.07159860096153,"Flowing"
"142","BU02","3","Flowing","perennial","flowing",2.13838758631228,3.74368200064535,NA,NA,NA,NA,NA,19.149,12,0.3311,0,45,45,10,0,0,16.61,10.36,8.15,420,1,0,0,45.914635,5.373575,4686.043,1,0,0,1,1,0,0,0,0,NA,NA,1.026001629,0.159161437,6.44629533597388,6.44629533597388,NA,95.5,11,2.12092002,0.93428718,2.7,0,NA,340,2763.8,9112.5,23.27155764,76.72844236,32,2.1,3.7,3.2,0,1,0,0,NA,0,0,NA,8.51,128.2,1.009,946.5,753,7,4,2.13838758631228,"Flowing"
"143","BU02","3","Riparian","perennial","flowing",-0.264016870869616,5.1240364862274,15.5533333333333,0.313466666666667,NA,NA,NA,19.13,NA,NA,NA,NA,NA,NA,NA,NA,16.61,NA,NA,420,1,0,0,45.914635,5.373575,4686.043,1,0,0,1,1,0,0,0,0,NA,NA,5.699216439,0.275949125,20.6531419115752,20.6531419115752,89.5,NA,11,2.12092002,0.93428718,2.7,0,NA,340,2763.8,9112.5,23.27155764,76.72844236,32,2.1,3.7,3.2,0,1,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2.13838758631228,"Flowing"
"144","BU02","4","Flowing","perennial","flowing",6.09474995443042,5.53045149229897,NA,NA,38.7,NA,NA,22.7934,13.2,NA,0,45,45,10,0,0,NA,10.7,8.16,415,1,0,0,45.914635,5.373575,4686.043,1,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.09474995443042,"Flowing"
"145","BU02","4","Riparian","perennial","flowing",-0.475955539901041,3.53171219988159,15.9466666666667,0.297266666666667,NA,NA,NA,22.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,45.914635,5.373575,4686.043,1,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.09474995443042,"Flowing"
"146","BU02","5","Flowing","perennial","flowing",2.68951492283072,3.56455978857597,NA,NA,19.375,NA,NA,19.258,11.7,0.1631,0,40,54,5,1,0,1.26,9.95,8.3,405,1,0,0,45.914635,5.373575,4686.043,1,0,0,1,1,0,0,0,0,NA,NA,0.292635428,0.102774279,2.8473605540935,2.8473605540935,NA,95.5,11,2.12092002,7.568381161,1.9,0,0.027,340,2763.8,9112.5,23.27155764,76.72844236,2.4,1.5,3.7,3.2,0,1,0,0,NA,0,0,NA,7.19,457,0.738,657.5,866.5,2,23,2.68951492283072,"Flowing"
"147","BU02","5","Riparian","perennial","flowing",-0.621199625878343,2.80977821804417,17.1916666666667,0.20375,NA,NA,NA,19.35325,NA,NA,NA,NA,NA,NA,NA,NA,1.26,NA,NA,405,1,0,0,45.914635,5.373575,4686.043,1,0,0,1,1,0,0,0,0,NA,NA,5.607280433,0.307677104,18.2245619193036,18.2245619193036,89.5,NA,11,2.12092002,7.568381161,1.9,0,NA,340,2763.8,9112.5,23.27155764,76.72844236,2.4,1.5,3.7,3.2,0,1,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2.68951492283072,"Flowing"
"148","BU02","6","Flowing","perennial","flowing",3.48226092882932,2.65249765178482,NA,NA,21.56,NA,NA,14.4392,10.3,NA,0,40,54,5,1,0,NA,10.86,7.75,398,1,0,0,45.914635,5.373575,4686.043,1,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.48226092882932,"Flowing"
"149","BU02","6","Riparian","perennial","flowing",-0.588030633572382,1.72191899994825,9.29333333333333,0.222933333333333,NA,NA,NA,14.9904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,45.914635,5.373575,4686.043,1,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.48226092882932,"Flowing"
"150","BU02","7","Flowing","perennial","flowing",1.15184233707378,2.04202712010827,NA,NA,32.75,NA,NA,4.1015,NA,NA,0,40,54,5,1,0,NA,NA,NA,NA,1,0,0,45.914635,5.373575,4686.043,1,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,95.5,11,2.12092002,6.327597655,NA,10,NA,340,2763.8,9112.5,23.27155764,76.72844236,NA,NA,3.7,3.2,NA,NA,0,0,NA,0,0,NA,NA,NA,0.934,906.5,1674,2,3,1.15184233707378,"Flowing"
"151","BU02","7","Riparian","perennial","flowing",-0.346444002523861,0.841573174936568,3.21666666666667,NA,NA,NA,NA,3.97125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,45.914635,5.373575,4686.043,1,0,0,1,1,0,0,0,0,NA,NA,5.713387786,0.309882596,18.437265789525,18.437265789525,89.5,NA,11,2.12092002,6.327597655,NA,10,NA,340,2763.8,9112.5,23.27155764,76.72844236,NA,NA,3.7,3.2,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1.15184233707378,"Flowing"
"152","CA01","1","Flowing","perennial","flowing",0.130920898184606,7.11393859321255,NA,NA,26.4,NA,NA,8.5,8.7,0.303,0,5,80,15,0,0,3.03,11.13,8.04,432,1,0,0,45.880623,5.494407,2093.278,1,0,0,1,1,0,0,0,0,NA,NA,1.286937579,0.150820603,8.53290302121388,8.53290302121388,NA,67.5,16,2.01132403,0.340765228,3.3,40,0.002,538,1686.4,727.8,69.85336758,30.14663242,3.7,2.7,6,4,0,1,0,0,NA,0,0,NA,7.87,611,0.811,770,1394,8,0,0.130920898184606,"Flowing"
"153","CA01","1","Riparian","perennial","flowing",-0.0631030729042767,0.476169647207749,6.57333333333334,0.342866666666667,NA,NA,NA,8.5,NA,NA,NA,NA,NA,NA,NA,NA,3.03,NA,NA,432,1,0,0,45.880623,5.494407,2093.278,1,0,0,1,1,0,0,0,0,NA,NA,9.137535246,0.491591311,18.5876663023444,18.5876663023444,68,NA,16,2.01132403,0.340765228,3.3,40,NA,538,1686.4,727.8,69.85336758,30.14663242,3.7,2.7,6,4,0,1,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.130920898184606,"Flowing"
"154","CA01","2","Flowing","perennial","flowing",0.396261332077002,7.73631737646156,NA,NA,15.68,NA,NA,8.8,9.6,NA,0,5,80,15,0,0,NA,10.44,7.99,433,1,0,0,45.880623,5.494407,2093.278,1,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.396261332077002,"Flowing"
"155","CA01","2","Riparian","perennial","flowing",-0.115829397256269,1.60691779318242,9.77333333333333,0.344866666666667,NA,NA,NA,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,45.880623,5.494407,2093.278,1,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.396261332077002,"Flowing"
"156","CA01","3","Flowing","perennial","flowing",0.130701269428801,8.82998134190997,NA,NA,23.14,NA,NA,14.1144,11.1,0.4748,0,10,60,29,1,0,3.28,10.42,7.58,454,1,0,0,45.880623,5.494407,2093.278,1,0,0,1,1,0,0,0,0,NA,NA,0.654665881,0.124814197,5.24512352549125,5.24512352549125,NA,67.5,16,2.01132403,0.419382345,2.75,0,0.134,538,1686.4,727.8,69.85336758,30.14663242,3.6,1.8,6,4,0,0,0,0,NA,0,0,NA,7.73,325,1.172,1010.5,2678.5,4,59,0.130701269428801,"Flowing"
"157","CA01","3","Riparian","perennial","flowing",-0.114693822579087,2.16291264474807,13.2866666666667,0.366666666666667,NA,NA,NA,14.1338,NA,NA,NA,NA,NA,NA,NA,NA,3.28,NA,NA,454,1,0,0,45.880623,5.494407,2093.278,1,0,0,1,1,0,0,0,0,NA,NA,8.931598363,0.472414415,18.9062782154943,18.9062782154943,68,NA,16,2.01132403,0.419382345,2.75,0,NA,538,1686.4,727.8,69.85336758,30.14663242,3.6,1.8,6,4,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.130701269428801,"Flowing"
"158","CA01","4","Flowing","perennial","flowing",0.151224765009974,11.0597418078107,NA,NA,14.4,NA,NA,16.4895,NA,NA,0,10,60,29,1,0,NA,NA,NA,NA,1,0,0,45.880623,5.494407,2093.278,1,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.151224765009974,"Flowing"
"159","CA01","4","Riparian","perennial","flowing",-0.207620403361944,3.00066542727281,13.0033333333333,0.404,NA,NA,NA,16.4824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,45.880623,5.494407,2093.278,1,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.151224765009974,"Flowing"
"160","CA01","5","Flowing","perennial","flowing",0.0206999323548279,4.31152057715143,NA,NA,15.9,NA,NA,15.354,11.5,0.1609,0,20,75,5,0,0,2.87,10,7.97,460,1,0,0,45.880623,5.494407,2093.278,1,0,0,1,1,0,0,0,0,NA,NA,1.488672804,0.199959083,7.44488713223395,7.44488713223395,NA,67.5,16,2.01132403,11.80760836,2.9,40,0.009,538,1686.4,727.8,69.85336758,30.14663242,3.9,0.8,6,4,0,0,0,0,NA,0,0,NA,7.37,124.7,0.947,866,1124.5,9,28,0.0206999323548279,"Flowing"
"161","CA01","5","Riparian","perennial","flowing",-0.365770510883402,4.76378041092685,14.6916666666667,0.35575,NA,NA,NA,15.4495,NA,NA,NA,NA,NA,NA,NA,NA,2.87,NA,NA,460,1,0,0,45.880623,5.494407,2093.278,1,0,0,1,1,0,0,0,0,NA,NA,9.193991904,0.249541424,36.8435498869318,36.8435498869318,68,NA,16,2.01132403,11.80760836,2.9,40,NA,538,1686.4,727.8,69.85336758,30.14663242,3.9,0.8,6,4,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.0206999323548279,"Flowing"
"162","CA01","6","Flowing","perennial","flowing",0.245897337018016,5.00115525843987,NA,NA,13,NA,NA,11.5276,10.7,NA,0,20,75,5,0,0,NA,10.83,7.8,434,1,0,0,45.880623,5.494407,2093.278,1,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.245897337018016,"Flowing"
"163","CA01","6","Riparian","perennial","flowing",-0.234626048812794,2.00821720578426,8.70833333333334,0.355166666666667,NA,NA,NA,11.47925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,45.880623,5.494407,2093.278,1,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.245897337018016,"Flowing"
"164","CA01","7","Flowing","perennial","flowing",0.410114820145279,3.48337642381757,NA,NA,NA,NA,NA,5.2026,8.5,0.240981,0,30,60,10,0,0,1.19,10.83,8.1,434,1,0,0,45.880623,5.494407,2093.278,1,0,0,1,1,0,0,0,0,NA,NA,0.383173055,0.116687865,3.28374381517735,3.28374381517735,NA,67.5,16,2.01132403,5.437537325,2.56,40,0.013,538,1686.4,727.8,69.85336758,30.14663242,3.8,1.7,6,4,0,5,0,0,NA,0,0,NA,7.84,2310,0.719,728,1129,8,4,0.410114820145279,"Flowing"
"165","CA01","7","Riparian","perennial","flowing",0.257299371341251,1.04536246750914,6.75555555555556,0.317222222222222,NA,NA,NA,5.106,NA,NA,NA,NA,NA,NA,NA,NA,1.19,NA,NA,434,1,0,0,45.880623,5.494407,2093.278,1,0,0,1,1,0,0,0,0,NA,NA,5.776980173,0.29725962,19.4341235213851,19.4341235213851,68,NA,16,2.01132403,5.437537325,2.56,40,NA,538,1686.4,727.8,69.85336758,30.14663242,3.8,1.7,6,4,0,5,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.410114820145279,"Flowing"
"166","CA02","1","Flowing","perennial","flowing",0.0579130030406142,11.2654632219365,NA,NA,27,NA,NA,6,9.2,0.576,0,10,67,15,8,0,1.33,11.33,8.22,400,1,0,0,45.920551,5.442415,9170.02,1,0,0,1,1,0,0,0,0,NA,NA,0.386415708,0.083610493,4.62161738479404,4.62161738479404,NA,44.5,16,2.101900743,0.398325616,9.7,0,0.017,372,4543.3,9722.4,27.93693544,59.7834308,11,6,15,10,0,1,0,0,NA,0,0,NA,8.1,521,0.852,816,1230.5,12,1,0.0579130030406142,"Flowing"
"167","CA02","1","Riparian","perennial","flowing",-0.357172959164106,1.0799370573004,5.12,0.3578,NA,NA,NA,6.1,NA,NA,NA,NA,NA,NA,NA,NA,1.33,NA,NA,400,1,0,0,45.920551,5.442415,9170.02,1,0,0,1,1,0,0,0,0,NA,NA,10.51184672,0.229513937,45.8004723260008,45.8004723260008,84,NA,16,2.101900743,0.398325616,9.7,0,NA,372,4543.3,9722.4,27.93693544,59.7834308,11,6,15,10,0,1,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.0579130030406142,"Flowing"
"168","CA02","2","Flowing","perennial","flowing",0.197509057001293,7.24068751673793,NA,NA,20.65,NA,NA,12,10.6,NA,0,10,67,15,8,0,NA,10.64,8,373,1,0,0,45.920551,5.442415,9170.02,1,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.197509057001293,"Flowing"
"169","CA02","2","Riparian","perennial","flowing",-0.467333640074993,2.02308827770413,10.8133333333333,NA,NA,NA,NA,11.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,45.920551,5.442415,9170.02,1,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.197509057001293,"Flowing"
"170","CA02","3","Flowing","perennial","flowing",0.148303233767827,6.85485365971798,NA,NA,24.44,NA,NA,17.8164,11.8,0.3232,0,15,60,20,5,0,0.29,10.49,7.71,375,1,0,0,45.920551,5.442415,9170.02,1,0,0,1,1,0,0,0,0,NA,NA,1.001574729,0.151623022,6.60569032188265,6.60569032188265,NA,44.5,16,2.101900743,0.451031582,6.9,0,0.447,372,4543.3,9722.4,27.93693544,59.7834308,10,3.7,15,10,0,1,0,0,NA,0,0,NA,8.29,136.7,0.801,734,1302.5,4,13,0.148303233767827,"Flowing"
"171","CA02","3","Riparian","perennial","flowing",-0.516556909268184,4.62924806237945,15.1866666666667,0.348066666666667,NA,NA,NA,17.8354,NA,NA,NA,NA,NA,NA,NA,NA,0.29,NA,NA,375,1,0,0,45.920551,5.442415,9170.02,1,0,0,1,1,0,0,0,0,NA,NA,9.633282008,0.323373705,29.789936098855,29.789936098855,84,NA,16,2.101900743,0.451031582,6.9,0,NA,372,4543.3,9722.4,27.93693544,59.7834308,10,3.7,15,10,0,1,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.148303233767827,"Flowing"
"172","CA02","4","Flowing","perennial","flowing",0.338242596104378,15.0493633714919,NA,NA,14,NA,NA,30.2296666666667,12.8,NA,0,15,60,20,5,0,NA,10.79,7.91,383,1,0,0,45.920551,5.442415,9170.02,1,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.338242596104378,"Flowing"
"173","CA02","4","Riparian","perennial","flowing",-0.382575358926031,4.66799095340189,16.0866666666667,0.336733333333333,NA,NA,NA,29.7576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,45.920551,5.442415,9170.02,1,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.338242596104378,"Flowing"
"174","CA02","5","Flowing","perennial","flowing",0.0138752289585234,2.81650305182496,NA,NA,NA,NA,NA,20.40025,11.7,NA,0,20,65,10,5,0,3.4,10.03,7.77,393,1,0,0,45.920551,5.442415,9170.02,1,0,0,1,1,0,0,0,0,NA,NA,0.002557317,0,NA,NA,NA,44.5,16,2.101900743,27.56790958,5.6,0,0.11,372,4543.3,9722.4,27.93693544,59.7834308,8.1,2.6,15,10,0,5,0,0,NA,0,0,NA,7.11,130.5,0.765,688.5,771.5,7,23,0.0138752289585234,"Flowing"
"175","CA02","5","Riparian","perennial","flowing",-0.884694728351636,3.23805183945881,16.725,0.26525,NA,NA,NA,20.54325,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,NA,393,1,0,0,45.920551,5.442415,9170.02,1,0,0,1,1,0,0,0,0,NA,NA,8.521785725,0.248882216,34.2402356502644,34.2402356502644,84,NA,16,2.101900743,27.56790958,5.6,0,NA,372,4543.3,9722.4,27.93693544,59.7834308,8.1,2.6,15,10,0,5,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.0138752289585234,"Flowing"
"176","CA02","6","Flowing","perennial","flowing",0.351442249473839,4.77435908473745,NA,NA,25,NA,NA,9.1166,11,NA,0,20,65,10,5,0,NA,11.07,7.79,387,1,0,0,45.920551,5.442415,9170.02,1,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.351442249473839,"Flowing"
